Groupe 1 : Bâtiments et Infrastructures Sportives;;;;;
Code;Désignation/Caractéristiques;Conditionnement;Minimum;Moyen;Maximum
03.1.1.6.3.0.011;Fourniture et pose climatiseur split système  type économique 2,5 CV  y compris toute sujétion  de pose;Unité;465 000;502 190;550 000
03.1.1.6.3.0.012;Fourniture et pose climatiseur split système type économique 3 CV  y compris toute sujétion  de pose;Unité;525 000;560 940;600 000
03.1.1.6.3.0.013;Fourniture et pose climatiseur split système  type économique 5 CV  y compris toute sujétion  de pose;Unité;1 309 375;1 384 845;1 500 000
03.1.1.6.3.0.014;Fourniture et pose climatiseur inverter 1,5 CV  y compris toute sujétion  de pose;Unité;400 000;428 700;450 000
03.1.1.6.3.0.015;Fourniture et pose climatiseur inverter 2 CV  y compris toute sujétion  de pose;Unité;450 000;463 175;475 000
03.1.1.6.3.0.016;Fourniture et pose climatiseur inverter 2,5 CV  y compris toute sujétion  de pose;Unité;498 800;515 015;550 000
03.1.1.6.3.0.017;Fourniture et pose climatiseur inverter 3 CV  y compris toute sujétion  de pose;Unité;592 500;613 440;650 000
03.1.1.6.3.0.018;Fourniture et pose armoire climatiseur inverter 5 CV  y compris toute sujétion  de pose;Unité;1 346 875;1 416 420;1 500 000
03.1.1.6.3.0.019;Fourniture et pose climatiseur split système type solaire 1 CV y compris toute sujétion  de pose;Unité;1 300 000;1 350 000;1 450 000
03.1.1.6.3.0.020;Fourniture et pose climatiseur split système type solaire 1,5 CV y compris toute sujétion  de pose;Unité;1 350 000;1 400 000;1 500 000
03.1.1.6.3.0.021;Fourniture et pose climatiseur split système type solaire 2 CV y compris toute sujétion  de pose;Unité;1 400 000;1 450 000;1 550 000
03.1.1.6.3.0.022;Fourniture et pose climatiseur split système type solaire 2,5 CV y compris toute sujétion  de pose;Unité;1 450 000;1 500 000;1 600 000
03.1.1.6.3.0.023;Fourniture et pose climatiseur split système type solaire 3 CV y compris toute sujétion  de pose;Unité;1 500 000;1 550 000;1 650 000
03.1.1.6.4;SOURCES D'ENERGIE;;;;
03.1.1.6.4.1;EQUIPEMENT DE PRODUCTION SOLAIRE PV;;;;
03.1.1.6.4.1.001;Fourniture et pose de Batterie 10 Ah-12V  (sans entretien);Unité;35 000;37 500;40 000
03.1.1.6.4.1.002;Fourniture et pose de Batterie 20 Ah-12V  (sans entretien);Unité;47 500;50 000;52 500
03.1.1.6.4.1.004;Fourniture et pose de Batterie 50 Ah-12V  (sans entretien);Unité;37 500;39 835;42 000
03.1.1.6.4.1.005;Fourniture et pose de Batterie 60 Ah-12V  (sans entretien);Unité;45 000;48 165;52 000
03.1.1.6.4.1.007;Fourniture et pose de Batterie 100 Ah-12V  (sans entretien);Unité;75 000;80 665;85 000
03.1.1.6.4.1.008;Fourniture et pose de Batterie 150 Ah-12V  (sans entretien);Unité;200 000;210 000;220 000
03.1.1.6.4.1.009;Fourniture et pose de Batterie 200 Ah-12V  (sans entretien);Unité;225 000;236 665;250 000
03.1.1.6.4.1.010;Fourniture et pose de Batterie solaire AGM  de 100 Ah-12V;Unité;190 000;203 335;220 000
03.1.1.6.4.1.011;Fourniture et pose de Batterie solaire AGM  de 150 Ah-12V;Unité;230 000;238 335;250 000
03.1.1.6.4.1.012;Fourniture et pose de Batterie solaire AGM  de 200 Ah-12V;Unité;250 000;270 000;280 000
03.1.1.6.4.1.013;Fourniture et pose de Batterie solaire GEL de 100 Ah-12V;Unité;200 000;208 335;225 000
03.1.1.6.4.1.014;Fourniture et pose de Batterie solaire GEL de 150 Ah-12V;Unité;221 700;231 400;250 000
03.1.1.6.4.1.015;Fourniture et pose de Batterie solaire GEL de 200 Ah-12V;Unité;225 000;244 925;252 500
03.1.1.6.4.1.016;Fourniture et pose de Batterie solaire GEL de 250 Ah-12V;Unité;250 000;268 675;287 500
03.1.1.6.4.1.017;Fourniture et pose de Batterie solaire Lithium 10KWh;Unité;1 300 000;1 375 000;1 500 000
03.1.1.6.4.1.018;Fourniture et pose de Batterie solaire Lithium 15KWh;Unité;1 700 000;1 766 665;1 850 000
03.1.1.6.4.1.028;Fourniture et pose onduleur autonome 1 kVA;Unité;125 000;136 665;150 000
03.1.1.6.4.1.029;Fourniture et pose onduleur autonome 1,5 kVA;Unité;110 000;116 665;125 000
03.1.1.6.4.1.031;Fourniture et pose onduleur autonome 3 kVA;Unité;162 500;174 165;185 000
03.1.1.6.4.1.032;Fourniture et pose onduleur autonome 5 kVA;Unité;325 000;340 000;350 000
03.1.1.6.4.1.033;Fourniture et pose onduleur hybride 1 kVA;Unité;105 000;114 165;120 000
03.1.1.6.4.1.036;Fourniture et pose onduleur hybride 3 kVA;Unité;320 000;348 335;375 000
03.1.1.6.4.1.037;Fourniture et pose onduleur hybride 5 kVA;Unité;550 000;591 665;650 000
03.1.1.6.4.1.043;Fourniture et pose de Panneau solaire photo voltaïque, puissance 150W-12V;Unité;37 000;39 250;42 500
03.1.1.6.4.1.045;Fourniture et pose de Panneau solaire photo voltaïque, puissance 170W-12V;Unité;54 500;56 750;60 000
03.1.1.6.4.1.046;Fourniture et pose de Panneau solaire photo voltaïque, puissance 180W-12V;Unité;62 000;64 250;67 500
03.1.1.6.4.1.047;Fourniture et pose de Panneau solaire photo voltaïque, puissance 190W-12V;Unité;69 500;71 750;75 000
03.1.1.6.4.1.048;Fourniture et pose de Panneau solaire photo voltaïque, puissance 200W-24V;Unité;79 500;81 750;85 000
03.1.1.6.4.1.049;Fourniture et pose de Panneau solaire photo voltaïque, puissance 250W-24V;Unité;87 000;89 250;92 500
03.1.1.6.4.1.050;Fourniture et pose de Panneau solaire photo voltaïque, puissance 300W-24V;Unité;97 000;99 250;102 500
03.1.1.6.4.1.051;Fourniture et pose de Panneau solaire photo voltaïque, puissance 400W-24V;Unité;107 000;109 250;112 500
03.1.1.6.4.1.052;Fourniture et pose de Panneau solaire photo voltaïque, puissance 500W-24V;Unité;117 000;119 250;122 500
03.1.1.6.4.1.054;Fourniture et pose de Régulateur de charge MPPT 10A-12V;Unité;73 000;80 000;85 000
03.1.1.6.4.1.055;Fourniture et pose de Régulateur de charge MPPT 15A-12V;Unité;85 500;92 500;97 500
03.1.1.6.4.1.056;Fourniture et pose de Régulateur de charge MPPT 20A-12V;Unité;98 000;105 000;110 000
03.1.1.6.4.1.057;Fourniture et pose de Régulateur de charge MPPT 30A-24V;Unité;110 500;117 500;122 500
03.1.1.6.4.1.058;Fourniture et pose de Régulateur de charge MPPT 40A-24V;Unité;123 000;130 000;135 000
03.1.1.6.4.1.059;Fourniture et pose de Régulateur de charge MPPT 50A-24V;Unité;135 500;142 500;147 500
03.1.1.6.4.1.060;Fourniture et pose de Régulateur de charge MPPT 60A-48V;Unité;148 000;155 000;160 000
03.1.1.6.4.1.061;Fourniture et pose de Régulateur de charge PWM 10A-12V;Unité;160 500;167 500;172 500
03.1.1.6.4.1.062;Fourniture et pose de Régulateur de charge PWM 15A-12V;Unité;173 000;180 000;185 000
03.1.1.6.4.1.063;Fourniture et pose de Régulateur de charge PWM 20A-12V;Unité;185 500;192 500;197 500
03.1.1.6.4.1.064;Fourniture et pose de Régulateur de charge PWM 30A-24V;Unité;198 000;205 000;210 000
03.1.1.6.4.1.066;Fourniture et pose de Régulateur de charge PWM 50A-24V;Unité;223 000;230 000;235 000
03.1.1.6.4.1.067;Fourniture et pose de Régulateur de charge PWM 60A-48V;Unité;235 500;242 500;247 500
03.1.1.6.4.2;AUTRE ÉQUIPEMENT DE PRODUCTION D'ÉNERGIE;;;;
03.1.1.6.4.2.001;Fourniture et pose d'un groupe électrogène 5 KVA;Ensemble;1 500 000;1 616 665;1 700 000
03.1.1.6.4.2.002;Fourniture et pose d'un groupe électrogène 10 KVA;Ensemble;2 250 000;2 425 000;2 550 000
03.1.1.6.4.2.003;Fourniture et pose d'un groupe électrogène 15 KVA;Ensemble;3 000 000;3 175 000;3 300 000
03.1.1.6.4.2.004;Fourniture et pose d'un groupe électrogène 20 KVA;Ensemble;7 000 000;7 250 000;7 500 000
03.1.1.6.4.2.005;Fourniture et pose d'un groupe électrogène 25 KVA;Ensemble;7 750 000;8 000 000;8 250 000
03.1.1.6.4.2.006;Fourniture et pose d'un groupe électrogène 30 KVA;Ensemble;11 000 000;11 456 035;11 750 000
03.1.1.6.4.2.007;Fourniture et pose d'un groupe électrogène 40 KVA;Ensemble;14 145 800;14 506 935;15 000 000
03.1.1.6.4.2.008;Fourniture et pose d'un groupe électrogène 50 KVA;Ensemble;17 451 400;18 384 265;19 451 400
03.1.1.6.4.2.009;Fourniture et pose d'un groupe électrogène 70 KVA;Ensemble;20 590 300;21 643 535;22 590 300
03.1.1.6.4.2.010;Fourniture et pose d'un groupe électrogène 80 KVA;Ensemble;24 229 200;25 152 800;26 229 200
03.1.1.6.4.2.011;Fourniture et pose d'un groupe électrogène 90 KVA;Ensemble;30 451 400;31 384 265;32 451 400
03.1.1.6.4.2.012;Fourniture et pose d'un groupe électrogène 100 KVA;Ensemble;39 090 300;40 226 865;41 090 300
03.1.1.6.4.2.013;Fourniture et pose d'un groupe électrogène 120 KVA;Ensemble;45 451 400;46 634 265;47 451 400
03.1.1.7;INFORMATIQUE-SECURITE INCENDIE-PLOMBERIE SANITAIRE;;;;
03.1.1.7.1;RESEAU ET APPAREIL INFORMATIQUE;;;;
03.1.1.7.1.0.001;Installation de câbles UTP 4 paires catégorie 6A pour réseau informatique;ml;3 000;3 250;3 500
03.1.1.7.1.0.002;Installation de câbles UTP 4 paires catégorie 7A pour réseau informatique;ml;4 500;4 700;5 000
03.1.1.7.1.0.003;Installation de câbles STP 4 paires catégorie 6A pour réseau informatique;ml;6 875;6 925;7 000
03.1.1.7.1.0.004;Installation de câbles STP 4 paires catégorie 7A pour réseau informatique;ml;8 500;8 700;9 000
03.1.1.7.1.0.006;Installation de câbles SSTP 4 paires catégorie 7A pour réseau informatique;ml;10 250;10 625;11 000
03.1.1.7.1.0.007;"Fourniture et pose d'armoire de brassage 19""4U équipée y compris toutes sujétion de pose";Unité;107 500;110 300;115 000
03.1.1.7.1.0.008;"Fourniture et pose d'armoire de brassage 19""6U équipée y compris toutes sujétion de pose";Unité;156 250;162 585;175 000
03.1.1.7.1.0.009;"Fourniture et pose d'armoire de brassage 19""9U équipée y compris toutes sujétion de pose";Unité;195 000;205 635;225 000
03.1.1.7.1.0.010;"Fourniture et pose d'armoire de brassage 19""12U équipée y compris toutes sujétion de pose";Unité;312 500;326 835;350 000
03.1.1.7.1.0.011;"Fourniture et pose d'armoire de brassage 19""16U équipée y compris toutes sujétion de pose";Unité;400 000;420 635;450 000
03.1.1.7.1.0.012;"Fourniture et pose d'armoire de brassage 19""22U équipée y compris toutes sujétion de pose";Unité;600 000;650 000;700 000
03.1.1.7.1.0.013;"Fourniture et pose d'armoire de brassage 19""42U équipée y compris toutes sujétion de pose";Unité;750 000;766 665;800 000
03.1.1.7.1.0.014;Fourniture et pose panneaux de brassages 12 ports;Unité;25 000;25 700;27 100
03.1.1.7.1.0.015;Fourniture et pose panneaux de brassages 24 ports;Unité;35 000;37 500;40 000
03.1.1.7.1.0.016;Fourniture et pose panneaux de brassages 48 ports;Unité;42 500;45 835;50 000
03.1.1.7.1.0.017;Fourniture et pose switch non racable 12 ports 100/1000 Mbit/s;Unité;32 000;33 065;35 000
03.1.1.7.1.0.018;Fourniture et pose switch racable 12 ports 100/1000 Mbit/s manageable POE;Unité;37 500;39 165;42 500
03.1.1.7.1.0.019;Fourniture et pose switch non racable 16 ports 100/1000 Mbit/s;Unité;45 000;46 665;50 000
03.1.1.7.1.0.020;Fourniture et pose switch racable 16 ports 100/1000 Mbit/s manageable POE;Unité;42 500;45 835;50 000
03.1.1.7.1.0.022;Fourniture et pose switch racable 24 ports 100/1000 Mbit/s manageable POE;Unité;65 000;69 165;75 000
03.1.1.7.1.0.023;Fourniture et pose switch non racable 48 ports 100/1000 Mbit/s;Unité;135 000;139 165;145 000
03.1.1.7.1.0.024;Fourniture et pose switch racable 48 ports 100/1000 Mbit/s manageable POE;Unité;140 800;144 435;150 000
03.1.1.7.1.0.025;Fourniture et pose  prises  informatiques RJ 11;Unité;12 000;13 000;14 000
03.1.1.7.1.0.026;Fourniture et pose  prises informatiques RJ 45;Unité;12 000;13 000;14 000
03.1.1.7.1.1;Switch;;;;
03.1.1.7.1.1.001;Switch  tp-link TL-SG1005D: non manageable, 5 ports gigabit;Unité;37 000;43 000;51 000
03.1.1.7.1.1.002;Switch Cisco Catalyst 2960 PLUS : 24 ports 10/100 POE 2T/SFP Lan Base - wS-C2960+24LC-L;Unité;9 962 000;11 450 000;12 710 000
03.1.1.7.1.1.003;Switch Cisco Catalyst 2960 PLUS : 48 ports 10/100 + 2T/SFP Lan Base - wS-C2960+48TC-L;Unité;1 383 000;1 590 000;1 765 000
03.1.1.7.1.1.004;Switch Cisco Catalyst 2960 PLUS : 48 ports 10/100 POE+ 2 1000 BT + 2 SFP LAN Lite - wS-C2960+48PST-S;Unité;1 436 000;1 650 000;1 832 000
03.1.1.7.1.1.005;Switch Cisco Catalyst 2960 PLUS :24ports  10/100 + 2T/SFP Lan Base - wS-C2960+24TC-S;Unité;848 000;975 000;1 082 000
03.1.1.7.1.1.006;Switch Cisco Catalyst 2960X-48LPD-L :48 ports 10/100/1000 avec 2 ports SFP;Unité;2 514 000;2 890 000;3 208 000
03.1.1.7.1.1.007;Switch Cisco Catalyst 9500 48-port;Unité;7 813 000;8 980 000;9 968 000
03.1.1.7.1.1.008;Switch Cisco Catalyst C2960X-24PS-L : 24 ports 10/100/1000 avec 12 ports POE+ et 4 ports SFP;Unité;1 662 000;1 910 000;2 120 000
03.1.1.7.1.1.009;Switch Cisco Catalyst C3560X-48P-S 48 Ports;Unité;1 992 000;2 290 000;2 542 000
03.1.1.7.1.1.010;Switch Cisco Catalyst C3560X-48T-S 48 Ports;Unité;1 966 000;2 260 000;2 509 000
03.1.1.7.1.1.011;Switch Cisco Catalyst C9300 24 Ports;Unité;3 963 000;4 555 000;5 056 000
03.1.1.7.1.1.012;Switch Cisco Nexus 3750 48 ports;Unité;1 536 000;1 765 000;1 959 000
03.1.1.7.1.1.014;Switch Cisco Nexus 7700 4 Slots;Unité;1 614 000;1 855 000;2 059 000
03.1.1.7.1.1.015;Switch Cisco Nexus 9500 48 ports;Unité;11 449 000;13 160 000;14 608 000
03.1.1.7.1.1.016;Switch d-link 24 port 10/100;Unité;57 000;65 000;77 000
03.1.1.7.1.1.017;Switch HP Procurve 2824 24 ports;Unité;48 000;55 000;65 000
03.1.1.7.1.1.018;Switch NETGEAR GS208 : 8 ports rj45 10/100/1000;Unité;65 000;75 000;89 000
03.1.1.7.1.1.019;Switch NETGEAR ProSafe GS105 : 5 ports non manageable gigabit;Unité;36 000;41 000;49 000
03.1.1.7.1.1.020;Switch NETGEAR ProSafe Plus GS105E :manageable niveau 2 avec 5 ports rj45 Gigabit;Unité;36 000;41 000;49 000
03.1.1.7.1.1.021;Switch réseau Easy Smart tp-link TL-SG108E: manageable avec 8 ports gigabit;Unité;38 000;44 000;52 000
03.1.1.7.1.1.022;Switch tp-link TL-SG105E:  manageable avec 5 ports 10/100/1000 Mbps;Unité;38 000;44 000;52 000
03.1.1.7.1.2;Routeur Filaire;;;;
03.1.1.7.1.2.001;Routeur Cisco : model  2901/K9;Unité;630 000;685 000;740 000
03.1.1.7.1.2.002;Routeur Cisco : model  2901V/K9;Unité;790 000;840 000;907 000
03.1.1.7.1.2.003;Routeur Cisco : model  2921/K9;Unité;1 170 000;1 245 000;1 332 000
03.1.1.7.1.2.004;Routeur Cisco : model 2901-SEC/K9;Unité;832 000;885 000;947 000
03.1.1.7.1.2.005;Routeur Cisco : model 2911 SEC/K9;Unité;1 260 000;1 340 000;1 434 000
03.1.1.7.1.2.006;Routeur Cisco : model 2911 VSEC/K10;Unité;1 354 000;1 440 000;1 541 000
03.1.1.7.1.2.007;Routeur Cisco : model 2911/K9;Unité;1 076 000;1 145 000;1 225 000
03.1.1.7.1.2.008;Routeur Cisco : model 2921 SEC/K9;Unité;1 199 000;1 275 000;1 364 000
03.1.1.7.1.2.009;Routeur Cisco : model 2951 SEC/K9;Unité;1 767 000;1 880 000;2 012 000
03.1.1.7.1.2.010;Routeur Cisco : model 2951 V/K9;Unité;1 523 000;1 620 000;1 733 000
03.1.1.7.1.2.011;Routeur Cisco : model 2951/K9;Unité;1 523 000;1 620 000;1 733 000
03.1.1.7.1.2.012;Routeur Cisco : model 3945 V/K10;Unité;4 263 000;4 535 000;4 852 000
03.1.1.7.1.2.013;Routeur Cisco : model 3945/K9;Unité;1 725 000;1 835 000;1 963 000
03.1.1.7.1.2.014;Routeur Cisco : model 881G LTE 2.0 ISR;Unité;1 387 000;1 475 000;1 578 000
03.1.1.7.1.2.016;Routeur Cisco : model C2911-cmE-SRST/K9;Unité;1 838 000;1 955 000;2 092 000
03.1.1.7.1.2.017;Routeur Cisco : model ISR 4331;Unité;3 398 000;3 615 000;3 868 000
03.1.1.7.1.2.018;Routeur Cisco : model ISR 4351;Unité;3 398 000;3 615 000;3 868 000
03.1.1.7.1.2.019;Routeur Cisco : model ISR 4451-X/ K9;Unité;5 983 000;6 365 000;6 811 000
03.1.1.7.1.2.020;Routeur Cisco: model RV042-EU,type filaire ,norme 10/100 Mbps,connecteur reseau: 4xLAN ou DMZ-fast Ethernet- rj45,2xwAN-Fast Ethernet- rj45;Unité;6 364 000;6 770 000;7 244 000
03.1.1.7.1.3;Modem-routeur sans fil/ point d'accès wifi / Répéteur;;;;
03.1.1.7.1.3.001;Modem - routeur  :300Mbps - 4 ports LAN 10/100 Mbps;Unité;35 000;38 000;46 000
03.1.1.7.1.3.002;Modem - routeur  :adsl/adsl2+ - 1 Port Ethernet - 1 Port rj11 - 24 Mbit/s en réception et 2 Mbit/s en émission;Unité;44 000;47 000;56 000
03.1.1.7.1.3.003;Modem - routeur : 1200 Mbps;Unité;65 000;70 000;84 000
03.1.1.7.1.3.004;Modem - routeur : 4 ports - GigE - 2,4 Ghz - 802.11b/g/n;Unité;70 000;75 000;90 000
03.1.1.7.1.3.005;Modem - routeur : 450Mbps - Ports Gigabit;Unité;60 000;65 000;78 000
03.1.1.7.1.3.006;Modem - routeur :1350Mbps avec un port usb 2.0;Unité;70 000;75 000;90 000
03.1.1.7.1.3.007;Modem multiplicateur Wifi 1200 Mbs double bandes 2,4 Ghz et 5,8 Ghz;Unité;140 000;150 000;180 000
03.1.1.7.1.3.008;Modem router cisco linksys smart wifi AC900;Unité;153 000;165 000;198 000
03.1.1.7.1.3.009;Modem- routeur : wiFi AC Dual-Band 2600 Mbps;Unité;160 000;172 000;206 000
03.1.1.7.1.3.010;Modem -routeur: 4G/LTE : wiFi Dual Band 1200 Mbps (300+867) + 4 ports LAN 10/100/1000 Mbps + 1 port wAN 10/100/1000 Mbps + port carte SIM;Unité;203 000;218 000;262 000
03.1.1.7.1.3.011;Modem-routeur :Linksys XAC1200;Unité;73 000;78 000;94 000
03.1.1.7.1.3.012;Point d'accès  2.4 Ghz MikroTik RouterBOARD cAP lite;Unité;130 000;140 000;168 000
03.1.1.7.1.3.013;Point d'accès 2.4 / 5 GHz a/b/g/n/ac MikroTik wAP RBwAPG-5HacD2HnD;Unité;260 000;280 000;336 000
03.1.1.7.1.3.014;Point d'accès 2.4 Ghz MikroTik mAP lite RBmAPL-2nD;Unité;377 000;405 000;486 000
03.1.1.7.1.3.015;Point d'accès 2.4 Ghz MikroTik wAP RBwAP2nD-BE;Unité;377 000;405 000;486 000
03.1.1.7.1.3.017;Point d'accès extérieur IP67 5 Ghz Ubiquiti uniFi UwB-XG 802.11ac wave2;Unité;246 000;265 000;318 000
03.1.1.7.1.3.018;Point d'accès extérieur Ubiquiti uniFi Mesh UAP-AC-M-PRO 802.11ac;Unité;172 000;185 000;222 000
03.1.1.7.1.3.019;Point d'accès extérieur Ubiquiti uniFi Mesh UAP-AC-M- PRO-5 802.11ac;Unité;172 000;185 000;222 000
03.1.1.7.1.3.020;Point d'accès intérieur/extérieur Ubiquiti uniFi UAP-AC-PRO 802.11ac;Unité;200 000;215 000;258 000
03.1.1.7.1.3.021;Point d'accès Ubiquiti UniFi UAP-XG 802.11ac Wave2;Unité;209 000;225 000;270 000
03.1.1.7.1.3.022;point d'accès wifi ubiquiti 300 Mbps dual bande 2,4GHZ;Unité;135 000;145 000;174 000
03.1.1.7.1.3.023;Point d'accès/Routeur 3G tp-link TL-MR3020;Unité;44 000;47 000;56 000
03.1.1.7.1.3.024;Répéteur TP-Link  WiFi(TL-WA850RE) 1 Port Ethernet,;Unité;63 000;68 000;82 000
03.1.1.7.1.3.025;Répéteur TP-Link jusqu'à 120m;Unité;69 000;74 000;89 000
03.1.1.7.1.3.026;Répéteur TP-Link jusqu'à 90m;Unité;63 000;68 000;82 000
03.1.1.7.1.4;Panneau de brassage;;;;
03.1.1.7.1.4.001;Cordon de brassage ethernet RJ45 Cat. 6 de 0,5 mètre;Unité;1 500;1 800;2 300
03.1.1.7.1.4.002;Cordon de brassage ethernet RJ45 Cat. 6 de 1 mètre;Unité;1 500;1 800;2 300
03.1.1.7.1.4.003;Cordon de descente Cat. 6 de 3 mètres;Unité;4 000;5 000;6 000
03.1.1.7.1.4.004;Panneau de brassage ethernet RJ45 Cat. 6 FTP  24 ports;Unité;65 000;73 000;85 000
03.1.1.7.1.4.005;Panneau de brassage ethernet RJ45 Cat.6 UTP  24 ports;Unité;46 000;52 000;60 000
03.1.1.7.1.4.006;Panneau de brassage ethernet RJ45 Cat.6A FTP 24 ports;Unité;73 000;82 000;95 000
03.1.1.7.1.4.007;Panneau de brassage ethernet RJ45 Cat.6A FTP 48 ports;Unité;131 000;147 000;171 000
03.1.1.7.1.4.008;Panneau de brassage ethernet RJ45 Cat.6A UTP 48 ports;Unité;117 000;132 000;153 000
03.1.1.7.1.5;Rouleau de Câble réseau rj45;;;;
03.1.1.7.1.5.001;Câble reseau catégorie 5e ftp  (Rouleau de 100 m);Unité;64 000;67 000;76 000
03.1.1.7.1.5.002;Câble reseau catégorie 5e ftp  (Rouleau de 300 m);Unité;182 000;192 000;219 000
03.1.1.7.1.5.003;Câble reseau catégorie 6 ftp (Rouleau de 100 m);Unité;72 000;76 000;87 000
03.1.1.7.1.5.005;Câble reseau catégorie 6 STP (Rouleau de 100 m);Unité;76 000;80 000;91 000
03.1.1.7.1.5.006;Câble reseau catégorie 6 STP (Rouleau de 300 m);Unité;252 000;265 000;302 000
03.1.1.7.1.5.007;Câble reseau catégorie 6 utp (Rouleau de 100 m);Unité;32 000;34 000;38 000
03.1.1.7.1.5.008;Câble reseau catégorie 6 utp (Rouleau de 300 m);Unité;105 000;110 000;125 000
03.1.1.7.1.6;Connectique;;;;
03.1.1.7.1.6.001;Jarretière DAC twinaxe SFP 3m;Unité;6 000;7 000;8 000
03.1.1.7.1.6.002;Jarretière DAC twinaxe SFP 5m;Unité;8 000;9 000;11 000
03.1.1.7.1.6.003;Jarretière optique duplex monomode OS2 9/125 LC-LC 10m;Unité;14 000;15 000;18 000
03.1.1.7.1.6.004;Jarretière optique duplex monomode OS2 9/125 LC- UPC/ST-UPC - 8 m;Unité;9 000;10 000;12 000
03.1.1.7.1.6.005;Jarretière optique duplex monomode OS2 9/125 ST-LC;Unité;9 000;10 000;12 000
03.1.1.7.1.6.006;Jarretière optique monomode OS2 9/125 SC-LC 1m;Unité;7 000;8 000;9 000
03.1.1.7.1.6.007;Jarretière optique multimode OM1 62.5/125 LC/LC  10m;Unité;11 000;12 000;14 000
03.1.1.7.1.6.008;Jarretière Optique Multimode OM3 50/125 SC/LC 8m;Unité;9 000;10 000;12 000
03.1.1.7.1.6.009;Jarretière optique simplex monomode 9/125 SC-Apc/SC-Apc 10m;Unité;11 000;12 000;14 000
03.1.1.7.1.6.010;Jarretière optique simplex monomode 9/125 SC-Apc/SC-Apc 1m;Unité;7 000;8 000;9 000
03.1.1.7.1.6.011;Jarretière optique simplex monomode 9/125 SC-Apc/SC-Apc 25m;Unité;28 000;31 000;37 000
03.1.1.7.1.6.012;Jarretière optique simplex monomode 9/125 SC-Apc/SC-Upc 10m;Unité;14 000;15 000;18 000
03.1.1.7.1.6.013;Jarretière optique simplex monomode 9/125 SC-Apc/SC-Upc 15m;Unité;19 000;21 000;25 000
03.1.1.7.1.6.014;Jarretière optique simplex monomode 9/125 SC-Apc/SC-Upc 25m;Unité;28 000;31 000;37 000
03.1.1.7.1.6.015;Jarretière optique simplex monomode 9/125 SC-Apc/SC-Upc 5m;Unité;9 000;10 000;12 000
03.1.1.7.1.7.001;Cable fibre optique monomode de 1 mètre;Unité;1 500;1 800;2 300
03.1.1.7.1.7.002;Cable fibre optique monomode de 100 mètres;Unité;224 000;255 000;306 000
03.1.1.7.1.7.003;Cable fibre optique multimode de 1 mètre;Unité;1 500;1 800;2 300
03.1.1.7.1.7.004;Cable fibre optique multimode de 100 mètres;Unité;150 000;170 000;204 000
03.1.1.7.1.7.005;Module SFP 10 Gigabit monomode de 10 Km;Unité;114 000;130 000;156 000
03.1.1.7.1.7.006;Module SFP 1000Base SX multimode Cisco 560m;Unité;92 000;105 000;126 000
03.1.1.7.1.7.007;Module SFP 1000Base-LX monomode de 10Km;Unité;123 000;140 000;168 000
03.1.1.7.1.7.008;Module SFP 100FX monomode de 20 Km PLANET MFB- TF20;Unité;202 000;230 000;276 000
03.1.1.7.1.7.009;Module SFP 100FX multimode de 2 Km;Unité;88 000;100 000;120 000
03.1.1.7.1.7.010;Module SFP Cisco monomode 1Gbps;Unité;97 000;110 000;132 000
03.1.1.7.1.7.011;Module SFP Gigabit monomode de 10 Km;Unité;97 000;110 000;132 000
03.1.1.7.1.7.012;Module SFP Gigabit multimode 2 Km;Unité;81 000;92 000;110 000
03.1.1.7.1.7.013;Module SFP Gigabit multimode de 550 m;Unité;81 000;92 000;110 000
03.1.1.7.1.7.014;Module SFP Gigabit WDM récepteur de 10 Km;Unité;72 000;82 000;98 000
03.1.1.7.1.7.015;Module SFP mini-GBiC 1000SX multimode de 550m;Unité;97 000;110 000;132 000
03.1.1.7.1.7.016;Module SFP monomode de 10 Km;Unité;97 000;110 000;132 000
03.1.1.7.1.7.017;Module transmetteur x2-10 Gige-10GBase-X pour switch Cisco Catalyst serie 3500, 3700;Unité;114 000;130 000;156 000
03.1.1.7.1.8;Tiroir Optique;;;;
03.1.1.7.1.8.001;Tiroir optique 19'' monomode 12 connecteurs fc;Unité;122 000;130 000;151 000
03.1.1.7.1.8.002;Tiroir optique 19'' monomode 12 connecteurs lc;Unité;122 000;130 000;151 000
03.1.1.7.1.8.003;Tiroir optique 19'' monomode 12 connecteurs sc;Unité;122 000;130 000;151 000
03.1.1.7.1.8.004;Tiroir optique 19'' monomode 12 connecteurs st;Unité;141 000;150 000;174 000
03.1.1.7.1.8.005;Tiroir optique 19'' monomode 24 connecteurs st;Unité;196 000;208 000;241 000
03.1.1.7.1.8.006;Tiroir optique 19'' monomode 6 connecteurs lc;Unité;71 000;75 000;87 000
03.1.1.7.1.8.007;Tiroir optique 19'' monomode 6 connecteurs sc;Unité;71 000;75 000;87 000
03.1.1.7.1.8.008;Tiroir optique 19'' monomode 6 connecteurs st;Unité;71 000;75 000;87 000
03.1.1.7.1.8.010;Tiroir optique 19'' multimode 12 connecteurs sc;Unité;122 000;130 000;151 000
03.1.1.7.1.8.011;Tiroir optique 19'' multimode 12 connecteurs st;Unité;122 000;130 000;151 000
03.1.1.7.1.8.012;Tiroir optique 19'' multimode 24 connecteurs st;Unité;193 000;205 000;238 000
03.1.1.7.1.8.013;Tiroir optique 19'' multimode 45 connecteurs lc/sc/ st/fc;Unité;306 000;325 000;377 000
