Groupe 1 : Bâtiments et Infrastructures Sportives;;;;;
Code;Désignation/Caractéristiques;;Minimum;Moyen;Maximum
03.1.2.1.9.0.013;Fourniture et pose de carreaux grés cérame émaillé 30x30;m²;12 500;16 000;20 500
03.1.2.1.9.0.014;Fourniture et pose de carreaux grés cérame émaillé 40x40;m²;15 500;18 500;22 500
03.1.2.1.9.0.015;Fourniture et pose de carreaux grés cérame  émaillé 50x50;m²;15 500;18 500;22 500
03.1.2.1.9.0.016;Fourniture et pose de carreaux grés cérame émaillé  60x60;m²;15 500;18 500;22 500
03.1.2.1.9.0.017;Fourniture et pose de carreaux grés cérame antidérapant 20x20;m²;12 500;16 000;20 500
03.1.2.1.9.0.018;Fourniture et pose de carreaux grés cérame antidérapant 20x30;m²;12 500;16 000;20 500
03.1.2.1.9.0.019;Fourniture et pose de carreaux grés cérame antidérapant 30x30;m²;12 500;16 000;20 500
03.1.2.1.9.0.020;Fourniture et pose de carreaux grés cérame antidérapant 40x40;m²;15 500;18 500;22 500
03.1.2.1.9.0.021;Fourniture et pose de carreaux grés cérame antidérapant 50x50;m²;15 500;18 500;22 500
03.1.2.1.9.0.022;Fourniture et pose de carreaux grés cérame antidérapant 60x60;m²;15 500;18 500;22 500
03.1.2.1.9.0.023;Fourniture et pose de carreaux grés cérame polis  10x60;m²;22 500;26 665;32 500
03.1.2.1.9.0.024;Fourniture et pose de carreaux grés cérame polis 15x15;m²;22 500;26 665;32 500
03.1.2.1.9.0.025;Fourniture et pose de carreaux grés cérame polis  20x20;m²;22 500;26 665;32 500
03.1.2.1.9.0.026;Fourniture et pose de carreaux grés cérame polis 20x30;m²;22 500;26 665;32 500
03.1.2.1.9.0.027;Fourniture et pose de carreaux grés cérame polis  30x30;m²;22 500;26 665;32 500
03.1.2.1.9.0.028;Fourniture et pose de carreaux grés cérame polis  40x40;m²;22 500;26 665;32 500
03.1.2.1.9.0.029;Fourniture et pose de carreaux grés cérame polis  50x50;m²;22 500;26 665;32 500
03.1.2.1.9.0.030;Fourniture et pose de carreaux grés cérame polis  60x60;m²;22 500;26 665;32 500
03.1.2.1.9.0.031;Fourniture et pose de carreaux faïence10x10;m²;10 500;13 500;17 500
03.1.2.1.9.0.032;Fourniture et pose de carreaux faïence 15x15;m²;10 500;13 500;17 500
03.1.2.1.9.0.033;Fourniture et pose de carreaux faïence 20x20;m²;10 500;13 500;17 500
03.1.2.1.9.0.034;Fourniture et pose de carreaux faïence 20x30;m²;10 500;13 500;17 500
03.1.2.1.9.0.035;Fourniture et pose de carreaux faïence 30x30;m²;10 500;13 500;17 500
03.1.2.1.9.0.036;Fourniture et pose de carreaux faïence 40x40;m²;10 500;13 500;17 500
03.1.2.1.9.0.037;Fourniture et pose de bitume pour étanchéité multicouche y compris toutes sujétions;m²;12 500;15 000;17 500
03.1.2.1.9.0.038;Fourniture et pose de complexe d'étanchéité avec surface de finition en irène y compris toutes sujétions;m²;25 000;30 000;35 000
03.1.2.1.9.0.039;Fourniture et pose d'étanchéité en paxalumin y compris toutes sujétions;m²;9 500;12 335;15 000
03.1.2.1.10;PEINTURE;;;;
03.1.2.1.10.001;Enduit plâtre;m²;3 000;3 500;4 500
03.1.2.1.10.002;Enduit ciment (mélange de FOM et ciment);m²;2 000;2 500;3 000
03.1.2.1.10.003;Enduit tyrolien;m²;2 000;2 500;3 000
03.1.2.1.10.004;Enduit extérieur esthétique sur armature constituée de grillage « à cage à poule» ou revêtements en quartz;m²;4 500;5 835;7 500
03.1.2.1.10.005;Peinture à eau;m²;2 500;3 165;4 000
03.1.2.1.10.006;Peinture acrylique (à eau lavable);m²;3 500;4 500;5 500
03.1.2.1.10.007;Peinture vinylique;m²;3 500;4 500;5 500
03.1.2.1.10.008;Peinture glycérophtalique;m²;4 500;5 665;7 000
03.1.2.1.10.009;Peinture polyuréthane;m²;6 500;7 665;9 500
03.1.2.1.10.010;Peinture plastique de finition à grain fin ou gros grin y compris fixateur toute sujétion de pose (marmorex ou équivalent);m²;9 500;12 165;15 000
03.1.2.1.10.011;Peinture plastique de finition frotassé y compris fixateur  toute sujétion de pose;m²;10 000;12 335;15 000
03.1.2.1.10.012;Revêtement mural en panneau aluminium;m²;85 000;101 665;115 000
03.1.2.2;ETAGE R+1;;;;
03.1.2.2.1;SUPERSTRUCTURES - MACONNERIE;;;;
03.1.2.2.1.001;Béton armé dosé à 350kg/m³ pour chainage;m²;140 000;150 000;160 000
03.1.2.2.1.002;Béton armé dosé à 300 kg/m³ pour appuis de baies;m³;140 000;150 000;160 000
03.1.2.2.1.003;Béton armé dosé à 300 kg/m³ pour marches d'accès et emmarchement;m³;120 000;130 000;140 000
03.1.2.2.1.004;Béton armé dosé à 350 kg/m³ pour  couronnement;m³;120 000;130 000;140 000
03.1.2.2.1.005;Béton armé dosé à 350 kg/m³ pour chainage d'arase;m³;140 000;150 000;160 000
03.1.2.2.1.006;Béton armé dosé à 350 kg/m³ pour élément décoratif;m³;160 000;170 000;180 000
03.1.2.2.1.007;Béton armé dosé à 350 kg/m³ pour linteaux;m³;140 000;150 000;160 000
03.1.2.2.1.008;Béton armé dosé à 350 kg/m³ pour poteaux;m³;160 000;180 000;200 000
03.1.2.2.1.009;Béton armé dosé à 350 kg/m³ pour poutres;m³;180 000;200 000;220 000
03.1.2.2.1.010;Béton armé dosé à 350 kg/m³ pour raidisseurs;m³;140 000;150 000;160 000
03.1.2.2.1.011;Béton armé pour acrotère (appui de tôle) dosé à 350 kg/ m³;m³;120 000;130 000;140 000
03.1.2.2.1.012;Béton armé pour chainage rampant dosé à 350kg/ m³;m³;120 000;130 000;140 000
03.1.2.2.1.013;Béton armé pour dalle de compression dosé à 350kg/m³;m³;140 000;150 000;160 000
03.1.2.2.1.014;Béton armé pour dalle pleine dosé à 350kg/m³;m³;180 000;200 000;220 000
03.1.2.2.1.015;Béton armé pour escaliers dosé à 350kg/m³;m³;180 000;200 000;220 000
03.1.2.2.1.016;Béton armé pour poutres dosé à 350kg/m³;m³;180 000;200 000;220 000
03.1.2.2.1.017;Béton légèrement armé pour estrade dosé à 300kg/ m³;m³;180 000;200 000;220 000
03.1.2.2.1.018;Béton non armé dosé à 300 kg/m³ pour estrade et marche d'entrée;m³;180 000;200 000;220 000
03.1.2.2.1.019;Béton non armé pour marche et rampe dosé à 300kg/ m³;m³;130 000;140 000;150 000
03.1.2.2.1.020;Béton armé hydrofuge dosé à 400kg/m³;m³;190 000;206 665;220 000
03.1.2.2.1.021;Chape lisse et bouchardé;m³;6 000;7 000;8 000
03.1.2.2.1.022;Chape talochée pour les rampes d'accès;m²;6 000;7 000;8 000
03.1.2.2.1.023;Claustras de ventilation munis de grillage anti insectes;m²;2 000;2 500;3 000
03.1.2.2.1.024;Enduit  lisse au mortier de ciment dosé à 600kg/m³ en sous face plancher;Unité;5 000;6 000;7 000
03.1.2.2.1.025;Enduit  lisse au mortier de ciment dosé à 600kg/m³ pour tableau noir d'épaisseur 6 cm y compris grillage poulailler;m²;4 500;5 165;6 000
03.1.2.2.1.026;Enduit extérieur d'esthétique au mortier de ciment dosé à 400kg/m³ d'épaisseur 2,50cm sur la façade;m²;4 500;5 165;6 000
03.1.2.2.1.027;Enduit extérieur taloché  au mortier de ciment dosé à 400kg/m³ d'épaisseur 2,50cm;m²;9 000;10 335;12 000
03.1.2.2.1.028;Enduit intérieur bicouche  au mortier de ciment dosé à 400kg/m³ d'épaisseur 4,00cm y compris raccordement;m²;5 000;5 500;6 000
03.1.2.2.1.029;Enduit intérieur lissé au mortier de ciment dosé à 400kg/m³ d'épaisseur 2,50cm;m²;5 000;5 665;6 500
03.1.2.2.1.030;Enduit intérieur au mortier de ciment dosé à 400kg/m³ d'épaisseur 2,50cm y compris raccordement et calfeutrement;m²;5 000;5 665;6 500
03.1.2.2.1.031;Enduit tyrolien;m²;2 500;3 000;3 500
03.1.2.2.1.032;Enduits tyroliens au ciment blanc écrasés;m²;2 500;3 000;3 500
03.1.2.2.1.033;Fourniture et pose de polystyrène de 0,10 cm pour joint de dilatation;m²;4 000;4 500;5 000
03.1.2.2.1.034;Fourniture et pose de polystyrène de 0,10 cm pour joint de dilatation avec couvre joint en alu;ml;4 000;4 500;5 000
03.1.2.2.1.035;Joint de dilatation en Polystyrène de 2 cm avec couvre joint en alu;ml;11 500;12 000;12 500
03.1.2.2.1.036;Joint de dilatation en Polystyrène de 2,5 cm avec couvre joint en alu;ml;12 000;12 500;13 000
03.1.2.2.1.037;Joint de dilation en polystyrène de 2 cm;ml;4 000;4 500;5 000
03.1.2.2.1.038;Joint de dilation en polystyrène de 2,5 cm;ml;4 500;5 000;5 500
03.1.2.2.1.039;Lit de sable sous dalle d'une épaisseur de 5 cm;ml;1 500;1 750;2 000
03.1.2.2.1.040;Maçonnerie d'agglos creux au mortier de ciment de 10x20x40 cm;m²;7 500;8 165;9 000
03.1.2.2.1.041;Maçonnerie d'agglos creux au mortier de ciment  de 15x20x40 cm;m²;8 000;9 000;10 000
03.1.2.2.1.042;Maçonnerie d'agglos creux au mortier de ciment  de 20x20x40 cm;m²;9 000;10 000;11 000
03.1.2.2.1.043;Maçonnerie d'agglos creux au mortier de ciment de 10x20x40 cm avec agglos confectionné mécaniquement;m²;13 000;14 000;15 000
03.1.2.2.1.044;Maçonnerie d'agglos creux au mortier de ciment de 15x20x40 cm avec agglos confectionné mécaniquement;m²;15 000;16 000;17 000
03.1.2.2.1.045;Maçonnerie d'agglos creux au mortier de ciment de 20x20x40 cm avec agglos confectionné mécaniquement;m²;17 000;17 665;18 500
03.1.2.2.1.046;Maçonnerie en brique pleine de terre cuite de 22x11x5 cm;m²;50 000;56 665;65 000
03.1.2.2.1.047;Maçonnerie en brique pleine de terre cuite de 30x14x6 cm;m²;27 500;31 665;37 500
03.1.2.2.1.048;Maçonnerie en brique pleine de terre cuite de 30x14x7 cm;m²;27 500;31 665;37 500
03.1.2.2.1.049;Maçonnerie en brique pleine de terre cuite de 30x14x8 cm;m²;27 500;31 665;37 500
03.1.2.2.1.050;Revêtement en briquette céramique  22x5x2;m²;14 000;15 165;16 500
03.1.2.2.1.051;Revêtement en plaquette céramique  22x11x2;m²;14 000;15 165;16 500
03.1.2.2.1.052;Revêtement en briquette de terre cuite 22x5x2;m²;14 000;15 165;16 500
03.1.2.2.1.053;Maçonnerie en brique pleine céramique  de 30x14x8 cm pour incinérateur;m²;27 500;31 665;37 500
03.1.2.2.1.054;Maçonnerie en bloc latéritique taillé (BLT) de 40x20x15 cm pour mur porteur;m²;12 500;15 000;17 500
03.1.2.2.1.055;Maçonnerie en bloc latéritique taillé (BLT) de 40x15x15 cm pour mur porteur;m²;12 500;15 000;17 500
03.1.2.2.1.056;Maçonnerie en bloc latéritique taillé (BLT) de 30x20x15 cm pour mur porteur;m²;12 500;15 000;17 500
03.1.2.2.1.057;Maçonnerie en bloc latéritique taillé (BLT) de 30x15x15 cm pour mur remplissage;m²;12 500;15 000;17 500
03.1.2.2.1.058;Maçonnerie en bloc latéritique taillé (BLT) de 20x15x15 cm pour mur remplissage;m²;12 500;15 000;17 500
03.1.2.2.1.059;Plancher en hourdis corps creux de 15+5;m²;35 000;40 000;45 000
03.1.2.2.1.060;Plancher en hourdis corps creux de 16+4;m²;35 000;40 000;45 000
03.1.2.2.1.061;Raccordement et calfeutrement des ouvertures;m²;5 500;6 665;8 000
03.1.2.2.2;MENUISERIE BOIS, MÉTALLIQUE  ET ALLUMINIUM;;;;
03.1.2.2.2.001;Fourniture et pose de grille de protection métallique 60x60 en tube carré de 30x30 d'épaisseur 10/10ème;Unité;10 000;12 335;15 000
03.1.2.2.2.002;Fourniture et pose de grille de protection métallique 60x80 en tube carré de 30x30 d'épaisseur 10/10ème;Unité;10 000;13 000;16 000
03.1.2.2.2.003;Fourniture et pose de grille de protection métallique 80x80 en tube carré de 30x30 d'épaisseur 10/10ème;Unité;12 000;14 335;17 000
03.1.2.2.2.004;Fourniture et pose de grille de protection métallique 120x120 en tube carré de 30x30 d'épaisseur 10/10ème;Unité;30 000;32 500;35 000
03.1.2.2.2.005;Fourniture et pose de grille de protection métallique 120x150 en tube carré de 30x30 d'épaisseur 10/10ème;Unité;35 000;40 000;45 000
03.1.2.2.2.006;Fourniture et pose de grille de protection métallique 340x40 en tube carré de 30x30 d'épaisseur 10/10ème;Unité;50 000;55 000;60 000
03.1.2.2.2.007;Fourniture et pose de grille de protection métallique 60x60 en tube carré de 30x30 d'épaisseur 15/10ème;Unité;12 000;15 000;18 000
03.1.2.2.2.008;Fourniture et pose de grille de protection métallique 60x80 en tube carré de 30x30 d'épaisseur 15/10ème;Unité;15 000;16 665;19 000
03.1.2.2.2.009;Fourniture et pose de grille de protection métallique 80x80 en tube carré de 30x30 d'épaisseur 15/10ème;Unité;15 000;17 335;20 000
03.1.2.2.2.010;Fourniture et pose de grille de protection métallique 120x120 en tube carré de 30x30 d'épaisseur 15/10ème;Unité;45 000;50 000;55 000
03.1.2.2.2.011;Fourniture et pose de grille de protection métallique 120x150 en tube carré de 30x30 d'épaisseur 15/10ème;Unité;55 000;60 000;65 000
03.1.2.2.2.012;Fourniture et pose de grille de protection métallique 340x40 en tube carré de 30x30 d'épaisseur 15/10ème;Unité;40 000;45 000;50 000
03.1.2.2.2.013;Fourniture et pose de grille de protection métallique 60x60  en tube carré de 27x40 d'épaisseur 10/10ème;Unité;10 000;12 335;15 000
03.1.2.2.2.014;Fourniture et pose de grille de protection métallique 60x80  en tube carré de 27x40 d'épaisseur 10/10ème;Unité;12 000;13 665;16 000
03.1.2.2.2.015;Fourniture et pose de grille de protection métallique 80x80  en tube carré de 27x40 d'épaisseur 10/10ème;Unité;12 000;14 335;17 000
03.1.2.2.2.016;Fourniture et pose de grille de protection métallique 120x120  en tube carré de 27x40 d'épaisseur 10/10ème;Unité;25 000;27 500;30 000
03.1.2.2.2.017;Fourniture et pose de grille de protection métallique 120x150  en tube carré de 27x40 d'épaisseur 10/10ème;Unité;30 000;35 000;40 000
03.1.2.2.2.018;grille de protection métallique 340x40  en tube carré de 27x40 d'épaisseur 10/10ème;Unité;25 000;30 000;35 000
03.1.2.2.2.019;Fourniture et pose de grille de protection métallique 60x60 en tube carré de 27x40 d'épaisseur 15/10ème;Unité;15 000;19 000;22 000
03.1.2.2.2.020;Fourniture et pose de grille de protection métallique 60x80 en tube carré de 27x40 d'épaisseur 15/10ème;Unité;20 000;25 000;30 000
03.1.2.2.2.021;Fourniture et pose de grille de protection métallique 80x80 en tube carré de 27x40 d'épaisseur 15/10ème;Unité;25 000;30 000;35 000
03.1.2.2.2.022;Fourniture et pose de grille de protection métallique 120x120 en tube carré de 27x40 d'épaisseur 15/10ème;Unité;35 000;40 000;45 000
03.1.2.2.2.023;Fourniture et pose de grille de protection métallique 120x150 en tube carré de 27x40 d'épaisseur 15/10ème;Unité;40 000;45 000;50 000
03.1.2.2.2.024;Fourniture et pose de grille de protection métallique 340x40 en tube carré de 27x40 d'épaisseur 15/10ème;Unité;30 000;35 000;40 000
03.1.2.2.2.025;Fourniture et pose de grille de protection alu de 60 x 60, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;30 000;34 165;40 000
03.1.2.2.2.026;Fourniture et pose de grille de protection alu de 100 x 60, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;40 000;42 500;45 000
03.1.2.2.2.027;Fourniture et pose de grille de protection alu de 120x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;40 000;45 000;50 000
03.1.2.2.2.028;Fourniture et pose de grille de protection alu de 170 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;40 000;47 500;55 000
03.1.2.2.2.029;Fourniture et pose de grille de protection alu de 180 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;45 000;51 665;60 000
03.1.2.2.2.030;Fourniture et pose de grille de protection alu de 200 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;55 000;60 000;65 000
03.1.2.2.2.031;Fourniture et pose de grille de protection alu de 250 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;55 000;61 665;70 000
03.1.2.2.2.032;Fourniture et pose de grille de protection alu de 285 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;65 000;70 000;75 000
03.1.2.2.2.033;Fourniture et pose de grille de protection alu de 300 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;70 000;75 000;80 000
03.1.2.2.2.034;Fourniture et pose de grille de protection alu de 385 x 120, épaisseur du profilé 1,8mm, surface anodisée et raccordement divers;Unité;75 000;80 000;85 000
03.1.2.2.2.035;Fourniture et pose de fenêtre métallique persienne à lames fixes ou orientables 60x60 à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;18 000;21 000;25 000
03.1.2.2.2.036;Fourniture et pose de fenêtre métallique persienne à lames fixes ou orientables 60x80  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;25 000;30 000;35 000
03.1.2.2.2.037;Fourniture et pose de fenêtre métallique persienne à lames fixes 80x80  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;32 000;35 665;40 000
03.1.2.2.2.038;Fourniture et pose de fenêtre métallique persienne à lames fixes ou orientables 120x120  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;65 000;72 335;80 000
03.1.2.2.2.039;Fourniture et pose de fenêtre métallique persienne à lames fixes ou orientables120x150  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;85 000;90 000;95 000
03.1.2.2.2.040;Fourniture et pose de fenêtre métallique persienne à lames fixes ou orientables 340x40  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;65 000;67 665;70 000
03.1.2.2.2.041;Fourniture et pose de fenêtre métallique persiennée avec grille de protection métallique 60x60  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;33 000;39 335;45 000
03.1.2.2.2.042;Fourniture et pose de fenêtre métallique persiennée avec grille de protection métallique 60x80 à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;45 000;53 335;65 000
03.1.2.2.2.043;Fourniture et pose de fenêtre métallique persiennée avec grille de protection métallique 80x80 à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;60 000;75 000;90 000
03.1.2.2.2.044;Fourniture et pose de fenêtre métallique persiennée avec grille de protection métallique 120x120 à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;95 000;110 000;125 000
03.1.2.2.2.045;Fourniture et pose de fenêtre métallique persiennée avec grille de protection métallique 120x150 à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;110 000;126 665;145 000
03.1.2.2.2.046;Fourniture et pose de fenêtre métallique persiennée avec grille de protection métallique 340x40  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;95 000;101 665;110 000
03.1.2.2.2.047;Fourniture et pose de fenêtre métallique vitrée 60x60 à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;32 500;39 165;45 000
03.1.2.2.2.048;Fourniture et pose de fenêtre métallique vitrée  60x80  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;45 000;50 000;55 000
03.1.2.2.2.049;Fourniture et pose de fenêtre métallique vitrée  80x80  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;60 000;65 000;70 000
03.1.2.2.2.050;Fourniture et pose de fenêtre métallique vitrée 120x120  à lame en feuille de tôle de 8/10éme et cadre H70, y compris tous accessoires de fonctionnement et toutes sujétions;Unité;115 000;130 000;145 000
03.1.2.2.2.051;Fourniture et pose de fenêtre métallique vitrée 120x150 à lame en feuille de tôle de 8/10éme et cadre H70, y compris tous accessoires de fonctionnement et toutes sujétions;Unité;150 000;163 335;175 000
03.1.2.2.2.052;Fourniture et pose de fenêtre métallique vitrée  340x40  à lame en feuille de tôle de 8/10éme et cadre H70, y compris tous accessoires de fonctionnement et toutes sujétions;Unité;115 000;125 000;135 000
03.1.2.2.2.053;Fourniture et pose de fenêtre métallique vitrée 60x60 y compris grille de protection  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;55 000;60 000;65 000
03.1.2.2.2.054;Fourniture et pose de fenêtre métallique vitrée  60x80 y compris grille de protection  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;60 000;68 335;75 000
03.1.2.2.2.055;Fourniture et pose de fenêtre métallique vitrée  80x80 y compris grille de protection  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;85 000;91 665;100 000
03.1.2.2.2.056;Fourniture et pose de fenêtre métallique vitrée  120x120 y compris grille de protection  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;150 000;170 000;190 000
03.1.2.2.2.057;Fourniture et pose de fenêtre métallique vitrée  120x150 y compris grille de protection  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;190 000;201 665;215 000
03.1.2.2.2.058;Fourniture et pose de fenêtre métallique vitrée  340x40 y compris grille de protection  à lame en feuille de tôle de 8/10éme et cadre H70,  y compris tous accessoires de fonctionnement et toutes sujétions;Unité;145 000;160 000;175 000
03.1.2.2.2.059;Fourniture et pose de fenêtre alu vitrée coulissante de 60 x 60,  épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;45 000;58 335;70 000
03.1.2.2.2.060;Fourniture et pose de fenêtre alu vitré coulissante de 100 x 60,  épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;72 000;84 000;95 000
03.1.2.2.2.061;Fourniture et pose de fenêtre  alu vitré coulissante  de 120x120,  épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;165 000;175 835;190 000
03.1.2.2.2.062;Fourniture et pose de fenêtre alu vitré coulissante  de 170 x 120,  épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;230 000;245 000;260 000
03.1.2.2.2.063;Fourniture et pose de fenêtre alu vitrée coulissante de 180x120,  épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;245 000;260 000;275 000
03.1.2.2.2.064;Fourniture et pose de fenêtre alu vitré coulissante  de 200 x 120,  épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;275 000;288 335;300 000
03.1.2.2.2.065;Fourniture et pose de fenêtre alu vitré coulissante  de 210 x 120,  épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;185 000;222 500;260 000
03.1.2.2.2.066;Fourniture et pose de fenêtre alu vitré coulissante  de 220 x 120,  épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;300 000;315 000;330 000
03.1.2.2.2.067;Fourniture et pose de fenêtre alu vitré coulissante  de 250 x 120,  épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;330 000;355 000;375 000
03.1.2.2.2.068;Fourniture et pose de fenêtre alu vitré coulissante  de 285 x 120,  épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;390 000;411 665;435 000
03.1.2.2.2.069;Fourniture et pose de fenêtre alu vitré coulissante  de 300 x 120,  épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;415 000;436 665;460 000
03.1.2.2.2.070;Fourniture et pose de fenêtre alu vitré coulissante  de 385 x 120,  épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;530 000;553 335;575 000
03.1.2.2.2.071;Fourniture et pose de fenêtre alu vitrée coulissante de 60 x 60 y compris grille de protection, épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;75 000;96 665;115 000
03.1.2.2.2.072;Fourniture et pose de fenêtre alu vitré coulissante de 100 x 60  y compris grille de protection, épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;115 000;126 665;140 000
03.1.2.2.2.073;Fourniture et pose de fenêtre  alu vitré coulissante  de 120x120 y compris grille de protection, épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;215 000;226 665;240 000
03.1.2.2.2.074;Fourniture et pose de fenêtre alu vitré coulissante  de 170 x 120 y compris grille de protection, épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;270 000;295 000;315 000
03.1.2.2.2.075;Fourniture et pose de fenêtre alu vitrée coulissante de 180x120 y compris grille de protection, épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;295 000;316 665;335 000
03.1.2.2.2.076;Fourniture et pose de fenêtre alu vitré coulissante  de 200 x 120 y compris grille de protection, épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;320 000;336 665;355 000
03.1.2.2.2.077;Fourniture et pose de fenêtre alu vitré coulissante  de 210 x 120 y compris grille de protection, épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;260 000;265 000;270 000
03.1.2.2.2.078;Fourniture et pose de fenêtre alu vitré coulissante  de 220 x 120 y compris grille de protection, épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;360 000;376 665;395 000
03.1.2.2.2.079;Fourniture et pose de fenêtre alu vitré coulissante  de 250 x 120 y compris grille de protection, épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;385 000;410 000;445 000
03.1.2.2.2.080;Fourniture et pose de fenêtre alu vitré coulissante  de 285 x 120 y compris grille de protection, épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;455 000;476 665;500 000
03.1.2.2.2.081;Fourniture et pose de fenêtre alu vitré coulissante  de 300 x 120 y compris grille de protection, épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;485 000;511 665;540 000
03.1.2.2.2.082;Fourniture et pose de fenêtre alu vitré coulissante  de 385 x 120 y compris grille de protection, épaisseur du profilé 1,8mm, surface anodisée, vitrage antélio;Unité;605 000;635 000;670 000
03.1.2.2.2.083;Fourniture et pose de  porte isoplane en contreplaqué de 5mm de 60x220 y compris cadre métallique H70;Unité;65 000;70 000;75 000
03.1.2.2.2.084;Fourniture et pose de  porte isoplane en contreplaqué de 5mm de 70x220 y compris cadre métallique H70;Unité;75 000;81 665;90 000
03.1.2.2.2.085;Fourniture et pose de  porte isoplane en contreplaqué de 5mm 80x220 y compris cadre métallique H70;Unité;80 000;90 000;100 000
03.1.2.2.2.086;Fourniture et pose de  porte isoplane en contreplaqué de 5mm de 90x220 y compris cadre métallique H70;Unité;90 000;100 000;110 000
03.1.2.2.2.087;Fourniture et pose de  porte isoplane en contreplaqué de 5mm de 120x220 y compris cadre métallique H70;Unité;120 000;132 335;145 000
03.1.2.2.2.088;Fourniture et pose de  porte isoplane capitonnée 60/220 y compris cadre métallique H70;Unité;115 000;131 665;150 000
03.1.2.2.2.089;Fourniture et pose de  porte isoplane capitonnée 70/220 y compris cadre métallique H70;Unité;140 000;155 000;170 000
03.1.2.2.2.090;Fourniture et pose de  porte isoplane capitonnée 80/220 y compris cadre métallique H70;Unité;160 000;175 000;190 000
